Resource Title,Resource URL,Publisher,Country,,Description,First L2 Tag,Second L2 Tag,Third L2 Tag,Vetter,Reviewed?,L2 Tagger,Technical (Y/N),Notes
Pfizer/BioNtech UK approval heightens vaccine hesitancy - First Draft,https://firstdraftnews.org/daily-briefing/pfizer-biontech-uk-approval-heightens-vaccine-hesitancy/,firstdraftnews.org,Unknown,,"Dec 1, 2020 ... The approval of the Pfizer/BioNTech Covid-19 vaccine by the UK Medicines and 
Healthcare products Regulatory Agency (MHRA) for use from ...",,,,Bot,,,,
Vaccine trials are leaving misinformation in their wake,https://firstdraftnews.org/articles/vaccine-trials-are-leaving-misinformation-in-their-wake/,firstdraftnews.org,Unknown,"12/2/2020, 3:54:48 AM","Dec 1, 2020 ... A flurry of vaccine misinformation has sprung up on social media following the 
recent Covid-19 vaccine announcements. Over the past few weeks ...",,,,Bot,,,,
The Covid-19 and other vaccines: Where we're failing to provide the ...,https://firstdraftnews.org/long-form-article/the-covid-19-and-other-vaccines-where-were-failing-to-provide-the-right-information/,firstdraftnews.org,Unknown,,"Nov 18, 2020 ... Data deficits and oversupply: an information market failure · mRNA technology 
and DNA alteration · GMOs and aluminium · Vaccine development ...",,,,Bot,,,,
anti-vaccine conspiracy theories,https://firstdraftnews.org/wp-content/uploads/2020/11/FirstDraft_Underthesurface_Executivesummary_Final.pdf?x86275,firstdraftnews.org,Unknown,,"Nov 11, 2020 ... surface: Covid-19 vaccine narratives, misinformation & data deficits on social 
media. First Draft. https://firstdraftnews.org/vaccine- narratives-report-summary-.",,,,Bot,,,,
"Under the surface: Covid-19 vaccine narratives, misinformation and ...",https://firstdraftnews.org/long-form-article/under-the-surface-covid-19-vaccine-narratives-misinformation-and-data-deficits-on-social-media/,firstdraftnews.org,Unknown,,"Nov 11, 2020 ... Authors: Rory Smith, Seb Cubbon, Claire Wardle Contributing researchers: Jack 
Berkefeld and Tommy Shane. First Draft is pleased to present ...",,,,Bot,,,,
"Under the surface: Covid-19 vaccine narratives, misinformation and ...",https://firstdraftnews.org/wp-content/uploads/2020/11/FirstDraft_Underthesurface_Fullreport_Final.pdf,firstdraftnews.org,Unknown,,"Nov 11, 2020 ... To examine online narratives about vaccines, First Draft collected social media 
posts from Twitter, Instagram, Facebook Pages and public. Facebook Groups that
 ...",,,,Bot,,,,
What the false narrative around 'CDC 6%' can teach us about ...,https://firstdraftnews.org/articles/what-the-false-narrative-around-cdc-6-can-teach-us-about-reporting-covid-19-stats/,firstdraftnews.org,Unknown,"9/15/2020, 7:25:48 AM","Sep 14, 2020 ... What the false narrative around 'CDC 6%' can teach us about reporting Covid-19 
stats · How a real piece of health data was spun into a viral ...",,,,Bot,,,,
Tracking the infodemic: Charting six months of coronavirus ...,https://firstdraftnews.org/articles/tracking-the-infodemic-charting-six-months-of-coronavirus-misinformation/,firstdraftnews.org,Unknown,"8/3/2020, 10:18:18 AM","Aug 2, 2020 ... Six months after the World health Organisation first declared an 'infodemic', what 
have we learned about coronavirus misinformation?",,,,Bot,,,,
3 lessons on the coronavirus 'infodemic' from experts and tech ...,https://firstdraftnews.org/articles/3-lessons-on-the-coronavirus-infodemic-from-experts-and-tech-companies/,firstdraftnews.org,Unknown,"5/1/2020, 8:12:41 AM","Apr 30, 2020 ... “Covid-19 is a different type of stress test for these platforms because we're really 
starting to see what they can do,” said Hoffman. Since the ...",,,,Bot,,,,
Too much coronavirus information?,https://firstdraftnews.org/articles/too-much-coronavirus-information-well-help-you-separate-the-helpful-from-the-harmful,firstdraftnews.org,Unknown,"4/28/2020, 3:21:57 AM","Apr 27, 2020 ... Overwhelmed with information on #coronavirus? Learn to separate the helpful 
from the harmful with First Draft's guide to navigating the ...",,,,Bot,,,,
Tips for reporting on Covid-19 and slowing the spread of ...,https://firstdraftnews.org/articles/tips-for-reporting-on-covid-19-coronavirus-and-slowing-the-spread-of-misinformation/,firstdraftnews.org,Unknown,"3/10/2020, 8:29:27 AM","Mar 9, 2020 ... As the world looks for timely, accurate news about the novel coronavirus, how 
can journalists best provide their audiences the information they ...",,,,Bot,,,,
FINAL COVID TIPS 1 (1),https://firstdraftnews.org/latest/tips-for-reporting-on-covid-19-coronavirus-and-slowing-the-spread-of-misinformation/final-covid-tips-1-1/,firstdraftnews.org,Unknown,,"Mar 9, 2020 ... We work to protect communities across the world from harmful disinformation. 
Want to talk to us? Get in touch at. info@firstdraftnews.com. Useful ...",,,,Bot,,,,
Covid-19 Archives - First Draft,https://firstdraftnews.org/articles/tag/covid-19/,firstdraftnews.org,Unknown,,"Mar 4, 2020 ... We work to protect communities across the world from harmful disinformation. 
Want to talk to us? Get in touch at. info@firstdraftnews.com. Useful Links. 
Newsletter ...",,,,Bot,,,,
The complex causes of India's 2021 COVID-19 surge - The Lancet,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01219-8/fulltext,The Lancet,General,"6/26/2021, 12:00:00 AM","1 hour ago ... However, these criticisms should at least be partly qualified by an 
acknowledgment of the sheer complexity of the required operation in India. For ...",,,,Bot,,,,
Heterologous vaccine regimens against COVID-19,https://www.thelancet.com/pdfs/journals/lancet/PIIS0140-6736(21)01442-2.pdf,The Lancet,General,,"9 hours ago ... The rapid development of vaccines against COVID-19 is the biggest achievement 
of science in the fight against the pandemic. Although the ...",,,,Bot,,,,
What constitutes success in the roll-out of COVID-19 vaccines? - The ...,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01244-7/fulltext,The Lancet,General,"6/25/2021, 12:00:00 AM","9 hours ago ... Every vaccine administered might translate into averted COVID-19 cases, 
hospitalisations, and deaths. Yet, a sole focus on speed has important ...",,,,Bot,,,,
Whole of population-based cohort study of recovery time from ...,https://www.thelancet.com/journals/lanwpc/article/PIIS2666-6065(21)00102-4/fulltext,The Lancet,General,"6/24/2021, 12:00:00 AM","1 day ago ... Methods. We followed 94% of all COVID-19 cases diagnosed in the Australian 
state of New South Wales between January and May 2020 using 3 ...",,,,Bot,,,,
Can India's COVID-19 emergency be fixed without politics? - The ...,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01227-7/fulltext,The Lancet,General,"6/26/2021, 12:00:00 AM","1 day ago ... For example, early in the pandemic, the ICMR went on a massive campaign to 
promote hydroxychloroquine for COVID-19, echoing similar ...",,,,Bot,,,,
The COVID-19 pandemic and maternal mental health in a fragile ...,https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(21)00217-5/fulltext,The Lancet,General,"6/24/2021, 12:00:00 AM","1 day ago ... Primary caregiver anxiety and depression were measured with a scale adapted 
from the Symptoms Checklist-90-Revised and parenting stress ...",,,,Bot,,,,
Young people's mental health during the COVID-19 pandemic - The ...,https://www.thelancet.com/journals/lanchi/article/PIIS2352-4642(21)00177-2/fulltext,The Lancet,General,"6/24/2021, 12:00:00 AM","1 day ago ... One exception is the Co-SPACE study, a UK-based longitudinal online survey of 
parents and carers of children and adolescents aged 4–16 years ...",,,,Bot,,,,
COVID-19 Collection - The Lancet Infectious Diseases,https://www.thelancet.com/coronavirus/collection?SeriesKey=laninf&startPage=,The Lancet,General,,"2 days ago ... The Lancet family of journals publishes the latest COVID-19 related content 
across epidemiology, treatments, vaccines and much more. Here you can 
explore ...",,,,Bot,,,,
Vaccine effectiveness of the first dose of ChAdOx1 nCoV-19 and ...,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00289-9/fulltext,The Lancet,General,"6/23/2021, 12:00:00 AM","2 days ago ... to reduce the risk of COVID-19-related morbidity and mortality in this population, 
with the expectation that this will facilitate the relaxation of ...",,,,Bot,,,,
Effectiveness of BNT162b2 and ChAdOx1 nCoV-19 COVID-19 ...,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00330-3/fulltext,The Lancet,General,"6/23/2021, 12:00:00 AM","2 days ago ... 18 (13%) of 135 people with SARS-CoV-2 infection and 90 (34%) of 269 controls 
received one dose of BNT162b2. The adjusted vaccine ...",,,,Bot,,,,
Invasive mould disease in fatal COVID-19: a systematic review of ...,https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(21)00091-4/fulltext,The Lancet,General,"6/23/2021, 12:00:00 AM","2 days ago ... COVID-19-associated pulmonary aspergillosis (CAPA) is typically diagnosed on 
the basis of a combination of non-specific clinical, radiographical ...",,,,Bot,,,,
Single-dose SARS-CoV-2 vaccination efficacy in the elderly - The ...,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00354-6/fulltext,The Lancet,General,"6/23/2021, 12:00:00 AM","2 days ago ... The authors also did a week-by-week analysis to control for differing background 
rates of COVID-19. Estimated vaccine efficacy for symptomatic ...",,,,Bot,,,,
Bell's palsy and SARS-CoV-2 vaccines—an unfolding story - The ...,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00273-5/fulltext,The Lancet,General,"6/7/2021, 12:00:00 AM","Jun 6, 2021 ... 5 to three times higher than in the general population (table). TableExpected and 
actual rates of Bell's palsy in COVID-19 mRNA vaccine trials ...",,,,Bot,,,,
A lost generation? COVID-19 and adolescent mental health - The ...,https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(21)00179-6/fulltext,The Lancet,General,"6/3/2021, 12:00:00 AM","Jun 2, 2021 ... Media headings about the mental health of the adolescent population during the 
COVID-19 pandemic have projected serious short-term and ...",,,,Bot,,,,
Cambodia ends controversial COVID-19 restrictions - The Lancet,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01196-X/fulltext,The Lancet,General,"5/29/2021, 12:00:00 AM","May 28, 2021 ... From April, 2021, several areas in the capital Phnom Penh, as well as near the 
coastal city of Sihanoukville and Poipet city near the Thai border, ...",,,,Bot,,,,
Convalescent plasma in patients admitted to hospital with COVID-19 ...,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)00897-7/fulltext,The Lancet,General,"5/29/2021, 12:00:00 AM","May 28, 2021 ... Convalescent plasma in patients admitted to hospital with COVID-19 (
RECOVERY): a randomised controlled, open-label, platform trial.",,,,Bot,,,,
Global COVID-19 vaccine inequity - The Lancet Infectious Diseases,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00344-3/fulltext,The Lancet,General,"7/1/2021, 12:00:00 AM","May 26, 2021 ... Talha Burki reports. On May 27, 2021, the WHO Strategic Advisory Group of 
Experts on Immunization (SAGE) convened to discuss COVID-19 vaccines. 15 ...",,,,Bot,,,,
Urgent needs to accelerate the race for COVID-19 therapeutics ...,https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(21)00191-7/fulltext,The Lancet,General,"6/1/2021, 12:00:00 AM","May 20, 2021 ... Two major therapeutic strategies based on disease pathophysiology were 
developed: antiviral agents, which aim to stop virus spread in the ...",,,,Bot,,,,
Venezuela is collapsing without COVID-19 vaccines - The Lancet,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)00924-7/fulltext,The Lancet,General,"5/15/2021, 12:00:00 AM","May 14, 2021 ... The health-care system has collapsed and is incapable of responding to the ever
-increasing number of patients who require hospitalisation.",,,,Bot,,,,
COVID-19-associated coagulopathy and antithrombotic agents ...,https://www.thelancet.com/journals/lanhae/article/PIIS2352-3026(21)00105-8/fulltext,The Lancet,General,"7/1/2021, 12:00:00 AM","Apr 26, 2021 ... We also review data from randomised controlled trials in the past year of 
antithrombotic therapy in patients who are critically ill. These data ...",,,,Bot,,,,
Learning from COVID-19 to reimagine tuberculosis diagnosis - The ...,https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(21)00057-4/fulltext,The Lancet,General,"5/1/2021, 12:00:00 AM","Mar 18, 2021 ... The ongoing COVID-19 mass testing and vaccination campaigns are the result of 
unprecedented financial investments, rapid research and ...",,,,Bot,,,,
Safe Ramadan - COVID-19,https://www.who.int/southeastasia/outbreaks-and-emergencies/covid-19/What-can-we-do-to-keep-safe/safe-ramadan,www.who.int,Unknown,,"2 days ago ... 1. Safe Ramadan: hosting souhar or iftar events safely 2. Staying Safe from 
COVID-19 this Ramadan 3. Vaccination for COVID-19 during Ramadan 4. 
Helping ...",,,,Bot,,,,
Covid-19 / What is happening?,https://www.who.int/southeastasia/outbreaks-and-emergencies/covid-19/what-is-happening,www.who.int,Unknown,,"Jun 18, 2021 ... Ten countries have administered 319 million doses of COVID-19 vaccine in the 
SEA Region, 250 million have received the first dose, and 69 million people are ...",,,,Bot,,,,
Protective measures Covid19 - No Tobacco,https://www.who.int/southeastasia/outbreaks-and-emergencies/novel-coronavirus-2019/protective-measures/no-tobacco,www.who.int,Unknown,,"Jun 18, 2021 ... Non essential during COVID19 · Covid19 Preys on Lungs · Smoking can 
increase your chances of getting COVID-19.",,,,Bot,,,,
SEAR Weekly Situation Reports,https://www.who.int/southeastasia/outbreaks-and-emergencies/novel-coronavirus-2019/sear-weekly-situation-reports,www.who.int,Unknown,,"Jun 5, 2021 ... The WHO South-East Asia Region Weekly COVID-19 Situational Report provides 
a comprehensive summary of the COVID-19 situation in eleven countries in ...",,,,Bot,,,,
Weekly EPI Updates - COVID-19,https://www.who.int/southeastasia/outbreaks-and-emergencies/covid-19/what-is-happening/weekly-epi-updates,www.who.int,Unknown,,"Jun 3, 2021 ... Home/; Outbreaks and emergencies/; COVID-19/; What is happening?/; Weekly 
EPI Updates. Epidemiological (EPI) Updates. 2021 Updates. Weekly Regional ...",,,,Bot,,,,
COVID-19: Sustain and scale up the response to control spread ...,https://www.who.int/southeastasia/news/opinion-editorials/detail/covid-19-sustain-and-scale-up-the-response-to-control-spread-save-lives-and-minimize-impact,www.who.int,Unknown,,"May 30, 2021 ... The WHO South-East Asia Region has in recent months witnessed a sharp and 
sustained surge of SARS-CoV2 infection. For consecutive ...",,,,Bot,,,,
"As COVID-19 cases surge, WHO provides over 340 MT of essential ...",https://www.who.int/southeastasia/news/detail/23-05-2021-as-covid-19-cases-surge-who-provides-over-340-mt-of-essential-supplies-to-countries-in-south-east-asia-region,www.who.int,Unknown,,"May 22, 2021 ... SEAR/PR/1754New Delhi - To support countries across South-East Asia Region 
respond to the rapid surge in COVID-19 cases, WHO has ...",,,,Bot,,,,
Managing COVID-19 patients at home - for Heathcare,https://www.who.int/southeastasia/outbreaks-and-emergencies/covid-19/What-can-we-do-to-keep-safe/managing-covid-19-patients-at-home---for-heathcare,www.who.int,Unknown,,"May 18, 2021 ... Home/; Outbreaks and emergencies/; COVID-19/; What can we do to keep safe?/; 
Managing COVID-19 patients at home - for Heathcare ...",,,,Bot,,,,
